From	To
A0A2H0NMB0	A0A2H0NMB0_9PROT
A0A2H9RFM0	A0A2H9RFM0_9PROT
B3Q296	B3Q296_RHIE6
A0A1M3JW73	A0A1M3JW73_9BURK
A0A1E3YUR0	A0A1E3YUR0_9BURK
A0A1Q3S201	A0A1Q3S201_9BURK
A0A1I4G1H0	A0A1I4G1H0_9ACTN
A0A0E3R0I0	A0A0E3R0I0_METBA
A0A192M4T5	A0A192M4T5_9RHIZ
A0A192TKB4	A0A192TKB4_9RHIZ
A0A1S1PLK6	A0A1S1PLK6_9RHIZ
A0A2A5KN10	A0A2A5KN10_9RHIZ
A0A2A6K441	A0A2A6K441_9RHIZ
A0A1J4TLM6	A0A1J4TLM6_9PROT
J3DZG5	J3DZG5_9PSED
A0A2D8ABY4	A0A2D8ABY4_9GAMM
A0A1G1NI55	A0A1G1NI55_9BACT
W9NF74	W9NF74_FUSOX
A0A259LL66	A0A259LL66_9ALTE
A0A212EJR8	A0A212EJR8_DANPL
A0A1T3VK72	A0A1T3VK72_LYSEN
F6JSR4	F6JSR4_BUXAP
V5RWB2	V5RWB2_9BACT
A0A0K6HF22	A0A0K6HF22_9RHIZ
A0A1F6TMV7	A0A1F6TMV7_9PROT
A0A1N6WGM5	A0A1N6WGM5_9RHIZ
A0A1C8YYZ0	A0A1C8YYZ0_9FABA
Q13IW9	ATPA3_PARXL
A0A0G1Y4A2	A0A0G1Y4A2_9BACT
A0A0G2A4M9	A0A0G2A4M9_9BACT
A0A1F4Y114	A0A1F4Y114_9BACT
Q1Q6R8	Q1Q6R8_KUEST
A0A2C9CBZ6	A0A2C9CBZ6_KUEST
A0A2L2BBT4	A0A2L2BBT4_9NEIS
A0A1V2R3V8	A0A1V2R3V8_PECCA
A0A1Q5QVP6	A0A1Q5QVP6_9BRAD
A0A0S8C824	A0A0S8C824_9PROT
A0A0Q9CLS1	A0A0Q9CLS1_9BURK
A0A1D2UAF6	A0A1D2UAF6_9BURK
A0A1Q3Y8G8	A0A1Q3Y8G8_9BURK
A0A1V0PWV2	A0A1V0PWV2_9RHOB
A0A2E0X972	A0A2E0X972_9PLAN
A0A258BM57	A0A258BM57_9BACT
A0A2E0W1C2	A0A2E0W1C2_9BACT
A0A244DXB8	A0A244DXB8_9BURK
A0A1J7H070	A0A1J7H070_LUPAN
A0A060Q881	A0A060Q881_9PROT
D8EXN2	D8EXN2_9DELT
A0A2G6S4I7	A0A2G6S4I7_9BURK
A0A1G3QGS8	A0A1G3QGS8_9SPIR
G4WXL4	G4WXL4_9MONI
A0A0M5JT98	A0A0M5JT98_9GAMM
A0A0Q6ZPL4	A0A0Q6ZPL4_9BURK
A0A1G0ZSP3	A0A1G0ZSP3_9BACT
A0A0G3BNI7	A0A0G3BNI7_9BURK
A0A1H9LN80	A0A1H9LN80_9PROT
A0A0E3LL97	A0A0E3LL97_METBA
Q467F6	Q467F6_METBF
A1E8Z9	A1E8Z9_CHLEC
A1E931	A1E931_9CHLO
Q9Z7J8	Q9Z7J8_CHLPN
A0A2G6YAP4	A0A2G6YAP4_9BURK
A1WCD6	A1WCD6_ACISJ
A0A1B6IQ46	A0A1B6IQ46_9HEMI
A0A1B2GIM8	A0A1B2GIM8_STRNR
A0A2E5MHI1	A0A2E5MHI1_9ALTE
I1T1C5	I1T1C5_9PHAE
A0A094ZVW0	A0A094ZVW0_SCHHA
A0A0C9M054	A0A0C9M054_9FUNG
A0A1G7RJK4	A0A1G7RJK4_9BURK
A0A0A6ZIQ8	A0A0A6ZIQ8_9ASTR
A0A1I6T438	A0A1I6T438_9RHOB
I1T1C4	I1T1C4_9PHAE
A0A1G8ZWX4	A0A1G8ZWX4_9GAMM
A0A1B8NZI2	A0A1B8NZI2_HALEL
B9MGB6	B9MGB6_ACIET
U1A6Y0	U1A6Y0_9NEIS
A0A0E9DNP2	A0A0E9DNP2_CHLTH
A0A0H3MJU0	A0A0H3MJU0_CHLT2
A0A0E9CEU8	A0A0E9CEU8_CHLTH
A0A0H2X1R3	A0A0H2X1R3_CHLTA
G4NNR0	G4NNR0_CHLT4
O84722	O84722_CHLTR
A0A2D7WQS1	A0A2D7WQS1_9BACT
A0A1H1J2C9	A0A1H1J2C9_9PSED
A0A0D2JJH5	A0A0D2JJH5_9DELT
A0A2G6JMB8	A0A2G6JMB8_NEPCE
A0A1C7GSD5	A0A1C7GSD5_9FIRM
A0A1Z2XT40	A0A1Z2XT40_9FIRM
A0A096AJK7	A0A096AJK7_9FIRM
D1VUQ3	D1VUQ3_9FIRM
A0A1E2V2W8	A0A1E2V2W8_9GAMM
A0A1H0CLS7	A0A1H0CLS7_9ACTN
A0A0L8V8X6	A0A0L8V8X6_9BACT
Q5QCQ4	Q5QCQ4_HERAR
A1EBU5	A1EBU5_LYSEN
E0NNU3	E0NNU3_9FIRM
A0A1I0IK49	A0A1I0IK49_9ACTN
A0A1H9HBM5	A0A1H9HBM5_9RHOB
A0A0F6YT07	A0A0F6YT07_9STRA
U7V182	U7V182_9FIRM
A0A0N8KE35	A0A0N8KE35_9RHIZ
A0A2E3KEJ0	A0A2E3KEJ0_9PROT
A0A0E9CF83	A0A0E9CF83_CHLTH
A0A0D5LB69	A0A0D5LB69_9BURK
A0A104M270	A0A104M270_9BURK
A0A291CDE8	A0A291CDE8_BURTH
A0A0J5VZC9	A0A0J5VZC9_BURCE
A0A1H2P8N9	A0A1H2P8N9_9PSED
A0A0M3ENQ1	OBSOLETE
D4HM14	D4HM14_9PHAE
A0A0U0WQ11	A0A0U0WQ11_CHLTH
A0A1E3ZRE3	A0A1E3ZRE3_9BURK
B1NGM0	B1NGM0_9MONI
A0A1M5WR77	A0A1M5WR77_9CLOT
A0A2A6MTD8	A0A2A6MTD8_9BRAD
Q89T49	Q89T49_BRADU
A0A2A6PFJ5	A0A2A6PFJ5_9BRAD
S5XNH5	S5XNH5_PARAH
A0A0M9BHY0	A0A0M9BHY0_BRAJP
A0A2N2QLK6	A0A2N2QLK6_9PROT
K0IEL5	K0IEL5_9BURK
A0A1I3QWH0	A0A1I3QWH0_9BRAD
A0A1I7LWK0	A0A1I7LWK0_9BRAD
A0A0E4FVM9	A0A0E4FVM9_9BRAD
H0BWC5	H0BWC5_9BURK
A0A1I3QTP7	A0A1I3QTP7_9FIRM
B7JY91	B7JY91_CYAP8
J2VYS0	J2VYS0_9BRAD
A0A265QVL1	OBSOLETE
A0A101HBE8	A0A101HBE8_9FIRM
A0A0Q8L1A5	OBSOLETE
A0A1Y2JHI2	A0A1Y2JHI2_BRAJP
A0A0A3XZA3	A0A0A3XZA3_BRAJP
A0A160V3Z3	A0A160V3Z3_9BRAD
A0A1V6FDX5	A0A1V6FDX5_9FIRM
A0A0D7NEU2	A0A0D7NEU2_9BRAD
A0A0M2UTG2	A0A0M2UTG2_9BACT
A0A218L9E0	A0A218L9E0_AEGLO
A0A2M6UBL4	A0A2M6UBL4_9BRAD
A0A1G7D8B0	A0A1G7D8B0_9BURK
A0A1C3VLT9	A0A1C3VLT9_9BRAD
A0A2J6WA30	OBSOLETE
A0A270RK29	OBSOLETE
A0A0H5E3F8	A0A0H5E3F8_9BACT
A0A0L7T7N0	A0A0L7T7N0_9GAMM
A0A0Q4P3P6	A0A0Q4P3P6_9RHIZ
A0A0G0LRW8	A0A0G0LRW8_9BACT
A0A150UCB3	A0A150UCB3_9BRAD
A0A0D7UX60	A0A0D7UX60_9GAMM
A0A1H8L4W0	A0A1H8L4W0_9GAMM
A0A2N1ART8	A0A2N1ART8_9GAMM
C5T203	C5T203_ACIDE
A0A2A4XI59	A0A2A4XI59_9GAMM
A0A2A2S8V5	A0A2A2S8V5_9SPHI
A0A1M5HB09	A0A1M5HB09_PECCA
A0A1Y5E455	A0A1Y5E455_9PROT
A0A1I3XCF8	A0A1I3XCF8_9BRAD
A0A2E9SPL6	A0A2E9SPL6_9GAMM
Q8W9T4	Q8W9T4_MESVI
A0A249QHU2	A0A249QHU2_9GAMM
B1A4D7	B1A4D7_PECCC
A0A1G8A3P0	A0A1G8A3P0_9BRAD
A0A255BUC8	OBSOLETE
A0A2M7L3K2	A0A2M7L3K2_9PROT
A5DCX8	A5DCX8_PICGU
A0A2N2VPA5	A0A2N2VPA5_9PROT
A0A2K9CQP9	A0A2K9CQP9_9PSED
A0A0C1ZGQ7	A0A0C1ZGQ7_9DELT
G7LWQ0	G7LWQ0_9GAMM
A0A1I4T2M7	A0A1I4T2M7_9BRAD
J7KYW8	OBSOLETE
A0A0W1SNE2	A0A0W1SNE2_9GAMM
I0GE26	I0GE26_9BRAD
A0A1Q5RZU9	A0A1Q5RZU9_9BRAD
A0A1E2UPE2	A0A1E2UPE2_9GAMM
A0A265PP11	OBSOLETE
A0A1C3VV31	A0A1C3VV31_9BRAD
A0A220IK10	A0A220IK10_9POAL
A0A256WRX7	A0A256WRX7_9BACT
A0A124USS1	A0A124USS1_9BURK
T1WGX0	T1WGX0_9ASTR
F8GER0	F8GER0_NITSI
A0A1V2DXW8	A0A1V2DXW8_9ALTE
A0A1L1PTC4	A0A1L1PTC4_HYDIT
A0A1M5EBD7	A0A1M5EBD7_9ACTN
A0A1C9VAH8	A0A1C9VAH8_9BURK
B9QY61	OBSOLETE
A0A1G0XWD8	A0A1G0XWD8_9BACT
Q6RK24	Q6RK24_PECAT
X1M3H5	X1M3H5_9ZZZZ
A0A2E0A2Z8	A0A2E0A2Z8_9GAMM
A0A0W0SR53	A0A0W0SR53_9GAMM
Q6D5F7	Q6D5F7_PECAS
A0A2E5SET6	A0A2E5SET6_9GAMM
A0A108CYM9	A0A108CYM9_9BURK
A0A068SHS1	A0A068SHS1_9LACT
A0A1A0FGF9	A0A1A0FGF9_9GAMM
A0A1H7FFS5	A0A1H7FFS5_9BURK
A0A103FNY4	OBSOLETE
R4I6I6	R4I6I6_9BRYO
A0A2E2DYW9	A0A2E2DYW9_9PROT
W8VKI1	W8VKI1_9EUKA
A0A1H2YUP8	A0A1H2YUP8_9ALTE
A0A1R0MIY6	OBSOLETE
A0A093RWP3	A0A093RWP3_9GAMM
A0A220IHV0	A0A220IHV0_AGRCR
A0A0C3NQ74	A0A0C3NQ74_9PROT
A0A1W9JX18	A0A1W9JX18_9PROT
A0A0R3CBK4	A0A0R3CBK4_9BRAD
A0A0M7AMV7	A0A0M7AMV7_9RHOB
K2A5Z2	K2A5Z2_9BACT
A0A088X919	OBSOLETE
A0A1B4A7S9	OBSOLETE
A0A059KLS8	A0A059KLS8_9BURK
Q7NTC5	Q7NTC5_CHRVO
A0A202B9X7	A0A202B9X7_CHRVL
A0A1G6HY74	A0A1G6HY74_9BACT
A0A0S2DPD9	A0A0S2DPD9_LYSEN
A0A293NN01	A0A293NN01_9GAMM
D8FIX3	D8FIX3_9FIRM
A0A0W8E4K2	A0A0W8E4K2_9ZZZZ
A0A160U7T8	A0A160U7T8_BRASZ
A0A0K0G8H8	A0A0K0G8H8_9FIRM
A0A0N1FAJ6	A0A0N1FAJ6_9BACI
A0A1F9NU84	A0A1F9NU84_9DELT
A0A1F9RYK5	A0A1F9RYK5_9DELT
A0A0F0C8D2	A0A0F0C8D2_9CLOT
A0A0J9BM45	A0A0J9BM45_9FIRM
A0A1C5Z3Q0	A0A1C5Z3Q0_9CLOT
G5HHI1	G5HHI1_9FIRM
A0A1G3IRV2	A0A1G3IRV2_9PROT
A0A2M6XNQ1	A0A2M6XNQ1_9RHIZ
A0A1I6HXR7	A0A1I6HXR7_9GAMM
A0A0S8F892	A0A0S8F892_9GAMM
A0A069SCA6	A0A069SCA6_9BACT
A0A073IBU4	A0A073IBU4_9PORP
A0A078T7A1	A0A078T7A1_9BACT
A0A0J9G2B9	OBSOLETE
A0A173V276	A0A173V276_9BACT
A0A174QBR8	A0A174QBR8_9BACT
A0A174UI16	A0A174UI16_9BACT
A0A1H5SQX2	A0A1H5SQX2_9BACT
A0A1Q6FNT9	A0A1Q6FNT9_9BACT
A0A1Y4IFI1	A0A1Y4IFI1_9BACT
A0A223HLH4	A0A223HLH4_9BACT
A6LA83	A6LA83_PARD8
C7X7C2	C7X7C2_9BACT
D0T989	D0T989_9BACE
D7IQC1	D7IQC1_9BACE
E1YWW3	E1YWW3_9BACT
K6BAB9	K6BAB9_9BACT
X5D813	X5D813_9BACT
A0A0Q7CYI3	A0A0Q7CYI3_9BURK
A0A1W9IAK7	A0A1W9IAK7_9PROT
A0A1F4GZ11	A0A1F4GZ11_9BURK
I0AMN6	I0AMN6_IGNAJ
A0A0R3LIB4	A0A0R3LIB4_9BRAD
A0A0Q8SC59	A0A0Q8SC59_9BURK
A0A0Q8SXE2	A0A0Q8SXE2_9BURK
A0A1I0JV69	A0A1I0JV69_9BACT
A0A2G5WNM7	A0A2G5WNM7_9BACL
A0A1M7YDK1	A0A1M7YDK1_9DELT
A0A2I5TK36	A0A2I5TK36_SERS3
A0A0D8JDW9	A0A0D8JDW9_9BACT
F4A1L9	F4A1L9_MAHA5
A0A1W9JJG4	A0A1W9JJG4_9PROT
A0A1G6SI90	A0A1G6SI90_9BURK
A0A2N2U722	A0A2N2U722_9PROT
A0A1F8ZXH0	A0A1F8ZXH0_9DELT
A0A2K8LF72	A0A2K8LF72_9PROT
A0A1D8UWX3	A0A1D8UWX3_9PROT
A0A1S8FJM0	A0A1S8FJM0_9BURK
A0A1H6J4U3	A0A1H6J4U3_9GAMM
A0A2N8FE65	A0A2N8FE65_9PSED
A0A0Q7JIT4	A0A0Q7JIT4_9ACTN
A0A2H5CM04	A0A2H5CM04_9MICO
Q0EZL2	Q0EZL2_9PROT
A0A220IMH6	A0A220IMH6_9POAL
A0A257VYD8	A0A257VYD8_9PROT
K2JFN0	K2JFN0_9GAMM
M3YMM9	M3YMM9_MUSPF
A0A1I7ALS9	A0A1I7ALS9_9EURY
A0A1E7YIK5	A0A1E7YIK5_9PROT
A0A0G0I7U8	A0A0G0I7U8_9BACT
A0A0G0LMW6	A0A0G0LMW6_9BACT
A0A1F8BAV2	A0A1F8BAV2_9BACT
A0A1E3GAS9	A0A1E3GAS9_9GAMM
A0A0E3NBH5	A0A0E3NBH5_METTT
A0A1Q3JH35	A0A1Q3JH35_9PROT
A0A0E3NHL4	A0A0E3NHL4_METTE
A0A0P0JDD5	A0A0P0JDD5_9EURY
A0A1B4B0G3	OBSOLETE
A0A1E5IL46	A0A1E5IL46_9BACT
A0A170YFV5	A0A170YFV5_9BACT
A0A1T5IQF4	A0A1T5IQF4_9BACT
A0A2N1D6M2	A0A2N1D6M2_9ALTE
A0A0C5PTS0	A0A0C5PTS0_SALET
A0A226BZG3	A0A226BZG3_9FIRM
A0A1V4AUJ9	A0A1V4AUJ9_9BACT
A0A163UIK8	A0A163UIK8_9RHOB
D4HM26	D4HM26_SACLA
A0A0U3MFK3	A0A0U3MFK3_9BURK
A0A1W9T2W5	A0A1W9T2W5_9DELT
A0A1H9Z4Q1	A0A1H9Z4Q1_9ALTE
A0A1I5DLB2	A0A1I5DLB2_9ACTN
A0A259F5E6	A0A259F5E6_9PROT
H5YC38	H5YC38_9BRAD
D9PM88	D9PM88_9ZZZZ
A0A1K1P2L5	A0A1K1P2L5_9BURK
A0A1V6DS58	A0A1V6DS58_9BACT
A0A1I2TXQ4	A0A1I2TXQ4_9RHIZ
A0A1E2UKH5	A0A1E2UKH5_9GAMM
A0A1G5B6F1	A0A1G5B6F1_9PROT
R6HI20	R6HI20_9FIRM
A0A1X3G2H4	A0A1X3G2H4_9BRAD
A0A0A0DW69	A0A0A0DW69_9BURK
I2QNR7	I2QNR7_9BRAD
A0A1M7QST5	A0A1M7QST5_9BURK
A0A2K8KYK3	A0A2K8KYK3_9PROT
A0A2D9HX70	A0A2D9HX70_9PROT
A0A132GXG1	A0A132GXG1_9BACT
D4HM16	D4HM16_9PHAE
D8QQX5	D8QQX5_SELML
Q3SV98	Q3SV98_NITWN
A0A0F4YFY9	A0A0F4YFY9_TALEM
I1T1D3	I1T1D3_9PHAE
A0A0F9KTV4	A0A0F9KTV4_9ZZZZ
A0A174D530	A0A174D530_9BACT
D8R809	D8R809_SELML
V9R876	V9R876_9MOLU
A0A106BP73	A0A106BP73_THIDE
A0A2A7RRF8	A0A2A7RRF8_SALER
A0A059QAQ6	A0A059QAQ6_SALGL
A0A0C5PGH6	A0A0C5PGH6_SALET
A0A0C5PGN7	A0A0C5PGN7_SALET
A0A0C5PRF4	A0A0C5PRF4_SALVI
A0A0C5PTM0	A0A0C5PTM0_SALET
A0A0C5PTX2	A0A0C5PTX2_SALSE
A0A0D6IHD2	A0A0D6IHD2_SALTM
A0A0F6B5W1	A0A0F6B5W1_SALT1
A0A0F7J9L3	A0A0F7J9L3_SALET
A0A0G2NQI0	OBSOLETE
A0A0H3BPE4	A0A0H3BPE4_SALNS
A0A0H3NGZ8	A0A0H3NGZ8_SALTS
A0A0L3JEW5	A0A0L3JEW5_SALET
A0A0M0QJU6	A0A0M0QJU6_SALER
A0A0N1QUS8	A0A0N1QUS8_SALSV
A0A0R9NIQ5	A0A0R9NIQ5_SALNE
A0A0T9XIU2	A0A0T9XIU2_SALET
A0A0U1GGH6	A0A0U1GGH6_SALTM
A0A1C2ZY89	OBSOLETE
A0A1R2LWF3	A0A1R2LWF3_SALEN
A0A1S0ZNR8	A0A1S0ZNR8_SALET
A0A1S1AKD5	OBSOLETE
A0A1X2RQG2	A0A1X2RQG2_SALET
A0A1X2V0U1	OBSOLETE
A0A1X2Y743	OBSOLETE
A0A1Z3Q5X8	A0A1Z3Q5X8_SALET
A0A221Z9I9	OBSOLETE
A0A265BCS7	A0A265BCS7_SALET
A0A271CKU0	A0A271CKU0_SALET
A0A271CVS2	OBSOLETE
A0A2C6FM35	OBSOLETE
A0A2C9NWB3	A0A2C9NWB3_SALET
A0A2D1XNF6	OBSOLETE
A0A2D1Y255	OBSOLETE
A0A2L1F1E5	OBSOLETE
B5F3X5	B5F3X5_SALA4
B5RDL8	B5RDL8_SALG2
C0PWT7	C0PWT7_SALPC
E8XL22	E8XL22_SALT4
G4C5P0	G4C5P0_SALIN
M7RG48	M7RG48_SALDU
P0A1B9	SPAL_SALTY
P0A1C0	SPAL_SALTI
Q57KN0	Q57KN0_SALCH
S4I9H1	OBSOLETE
S5HJX7	OBSOLETE
V1XTU0	V1XTU0_SALMU
V7IVE1	V7IVE1_SALET
V7UVW3	OBSOLETE
G2E4P6	G2E4P6_9GAMM
A0A149RAL8	A0A149RAL8_9PROT
A0A1U7FRQ2	A0A1U7FRQ2_SALET
A0A0H2WSL9	A0A0H2WSL9_SALPA
A0A239EYQ7	A0A239EYQ7_9ACTN
A0A0N8KBB1	A0A0N8KBB1_9ALTE
D6MQX8	D6MQX8_9PHAE
I1QME8	I1QME8_ORYGL
A0A2E2CAV6	A0A2E2CAV6_9PLAN
K7L1B9	K7L1B9_SOYBN
A0A1H3NAF3	A0A1H3NAF3_9GAMM
A0A132G9P5	A0A132G9P5_9GAMM
A0A1X0Z6X6	A0A1X0Z6X6_PSEPU
A0A1G6AVH3	A0A1G6AVH3_9DELT
A0A1J6W6E7	A0A1J6W6E7_9BACI
A0A0M2UX90	A0A0M2UX90_9BACT
A0A1Q8CYC0	A0A1Q8CYC0_9PSEU
J0U9Y4	J0U9Y4_9BURK
A0A177FYC2	A0A177FYC2_GLUJA
A0A101VV73	A0A101VV73_9BACT
A0A212Q6M6	A0A212Q6M6_9ALTE
G6YTF8	G6YTF8_9ALTE
A0A0K1U5I1	A0A0K1U5I1_9ALTE
A0A2G2NKK2	A0A2G2NKK2_9ALTE
A0A196QCV9	A0A196QCV9_9ALTE
A0A1I2DE10	A0A1I2DE10_9ALTE
A0A212TMF4	A0A212TMF4_9ALTE
A0A2D7X020	A0A2D7X020_9ALTE
E4PGH6	E4PGH6_MARAH
A0A2E5SPD8	A0A2E5SPD8_9ALTE
A6CES1	A6CES1_9PLAN
A0A2N1VXV6	A0A2N1VXV6_9BACT
A0A2E8LPJ5	OBSOLETE
B2LHN4	B2LHN4_9POAL
A0A1N6I323	A0A1N6I323_9BRAD
A0A267ANN7	A0A267ANN7_PSEFR
A0A2D5GRR8	A0A2D5GRR8_9PLAN
A0A1M7ZRF6	A0A1M7ZRF6_9RHIZ
A0A2P0ALC6	OBSOLETE
A0A1H6D7W5	A0A1H6D7W5_9GAMM
G5Q703	G5Q703_SALMO
A0A1M7D4B9	A0A1M7D4B9_9PROT
A0A1X7AGD5	A0A1X7AGD5_9GAMM
U5Q5J1	U5Q5J1_9BACT
B0SWF6	B0SWF6_CAUSK
A0A1E4G208	A0A1E4G208_9RHIZ
D4HM04	D4HM04_9PHAE
D4HLZ9	D4HLZ9_9PHAE
D4HM05	D4HM05_9PHAE
D4HM06	D4HM06_9PHAE
M4Z3R7	M4Z3R7_9BRAD
A0A1H7SR62	A0A1H7SR62_9GAMM
A0A059FA65	A0A059FA65_9RHOB
A0A0S8FN41	A0A0S8FN41_9BACT
A0A0X1KPA9	A0A0X1KPA9_9THEM
W9VLD9	W9VLD9_9GAMM
A0A1Q4EHJ6	A0A1Q4EHJ6_9PROT
H0TYL0	H0TYL0_9BRAD
A0A1H0AXZ2	A0A1H0AXZ2_9GAMM
A0A0S2M447	A0A0S2M447_9MICC
D6MQY0	D6MQY0_9PHAE
A0A0Q6LU47	A0A0Q6LU47_9BURK
S7J757	S7J757_CHLPS
W8JG64	W8JG64_9CHLA
A0A1G1ABB2	A0A1G1ABB2_9BACT
G3A737	G3A737_9RALS
D6MQX9	D6MQX9_9PHAE
A0A1V6BV79	A0A1V6BV79_9SPIR
A0A1G5T584	A0A1G5T584_9PROT
A0A1B3D3K1	A0A1B3D3K1_PSEFL
A0A1H3T1N6	A0A1H3T1N6_9PSED
A0A2G2NHS2	A0A2G2NHS2_PSESP
A0A2N7ZNC4	A0A2N7ZNC4_9PSED
V9QPL1	OBSOLETE
A0A1J5FEH1	A0A1J5FEH1_9BACT
B3RAC9	B3RAC9_CUPTR
A0A1U9LK65	A0A1U9LK65_9PROT
A0A0F6SKW7	A0A0F6SKW7_9STRA
A0A1Y3PLW8	A0A1Y3PLW8_9BACI
A0A2E0CNJ5	A0A2E0CNJ5_9GAMM
A0A0W0X482	A0A0W0X482_9GAMM
K0WGJ7	OBSOLETE
A0A1H9Z0N3	A0A1H9Z0N3_9BACI
A0A0T5PNL9	A0A0T5PNL9_9ALTE
A0A1C3VTP2	OBSOLETE
A0A078LAH2	A0A078LAH2_9CHLA
A0A1M3BDF9	A0A1M3BDF9_9CHLA
A0A1N0A597	A0A1N0A597_9MYCO
A0A2A4NG38	A0A2A4NG38_9BACT
A0A2A4CBI9	A0A2A4CBI9_9BURK
A0A0E9LW92	A0A0E9LW92_9BACT
A0A151MPB9	A0A151MPB9_ALLMI
A0A149TA94	A0A149TA94_9PROT
A0A1H9L7Z7	A0A1H9L7Z7_9GAMM
A0A177NEE0	A0A177NEE0_9GAMM
D4HM11	D4HM11_9PHAE
A0A0Q5DJA6	A0A0Q5DJA6_9RHIZ
A0A0Q7I948	A0A0Q7I948_9RHIZ
A0YC98	A0YC98_9GAMM
A0A177V634	A0A177V634_9BASI
A0A2H9SKE2	A0A2H9SKE2_9BACT
A0A1B1PXH0	A0A1B1PXH0_9RHOB
A0A0S9QTW6	A0A0S9QTW6_9RHIZ
A0A0Q4XYT6	A0A0Q4XYT6_9BURK
A0A1I2YKZ2	A0A1I2YKZ2_9PROT
A0A0M0HS95	A0A0M0HS95_VIBNE
A0A1E7GRM0	A0A1E7GRM0_9DELT
A0A2G9ZCI3	A0A2G9ZCI3_9BACT
A0A2A4S7L8	A0A2A4S7L8_9RHIZ
A0A1I6H6V2	A0A1I6H6V2_9ALTE
A0A1F9N2B6	A0A1F9N2B6_9DELT
A0A1F9PF65	A0A1F9PF65_9DELT
A0A125QA41	A0A125QA41_9BRAD
A0A1C3WQU1	A0A1C3WQU1_9BRAD
A0A0B0PDN4	A0A0B0PDN4_GOSAR
A0A0P6V4H3	OBSOLETE
I7C5S4	I7C5S4_MYCHA
A0A0S9QS24	A0A0S9QS24_9RHIZ
A0A2C6IVG1	A0A2C6IVG1_9PROT
Q3A5B9	Q3A5B9_PELCD
A0A1B0ZMK0	A0A1B0ZMK0_9RHOB
A0A0R3CPW6	A0A0R3CPW6_9BRAD
A0A0S6UFM2	A0A0S6UFM2_9BRAD
A0A1W9LES6	A0A1W9LES6_9BACT
A0A2J0M874	A0A2J0M874_9BACT
A0A2E7MHU3	A0A2E7MHU3_9DELT
A0A0S8D2X9	A0A0S8D2X9_9PROT
A0A1B3LU21	A0A1B3LU21_9BURK
A0A1Q2YHS5	A0A1Q2YHS5_9ASCO
A0A1J4VNK9	OBSOLETE
G7V5J6	G7V5J6_THELD
B1NGM7	B1NGM7_9MONI
A0A1G0D0B1	A0A1G0D0B1_9PROT
A0A1Q6S1N5	A0A1Q6S1N5_9FIRM
X1TQF8	X1TQF8_9ZZZZ
A0A2M6ZUH1	A0A2M6ZUH1_9CHLR
A0A1G4Z541	A0A1G4Z541_9PROT
H2BPD5	H2BPD5_9MONI
Q2NTE9	Q2NTE9_SODGM
Q2BJ87	Q2BJ87_NEPCE
A0A2D5Q4B3	A0A2D5Q4B3_9GAMM
A0A072NFN5	A0A072NFN5_9ALTE
A0A2E5E397	A0A2E5E397_9BACT
A0A1U7D2M4	A0A1U7D2M4_9RHOB
A0A1F7R0J5	A0A1F7R0J5_9BACT
A0A1I2C3T5	A0A1I2C3T5_9BACT
A0A1H8ND34	A0A1H8ND34_9BRAD
A0A2D4UVF6	A0A2D4UVF6_9RHOB
B1NGF5	B1NGF5_PAESC
B1NGS6	B1NGS6_9MONI
A0A2H0AWC1	A0A2H0AWC1_9CHLR
A0A2G6L341	A0A2G6L341_9GAMM
A0A0S8D5N2	A0A0S8D5N2_9BACT
A0A1M3NG14	A0A1M3NG14_9DELT
A0A1V4J2A5	A0A1V4J2A5_PATFA
A0A2D8CEF2	A0A2D8CEF2_9BACT
A0A1Z8MF77	A0A1Z8MF77_9BACT
A0A1I6HNF6	A0A1I6HNF6_9GAMM
J3D3W2	J3D3W2_9BURK
B1NGF1	B1NGF1_9MONI
D4HM35	D4HM35_9PHAE
N6W9T3	N6W9T3_9ALTE
A0A2G3K1L3	A0A2G3K1L3_9BURK
A0A1I4F7B5	A0A1I4F7B5_9PROT
A0A0F5L2Y0	A0A0F5L2Y0_9RHIZ
A0A2A4UEP4	A0A2A4UEP4_9PROT
A0A0F2JFU6	A0A0F2JFU6_9FIRM
D4HM24	D4HM24_PYLLI
D4HM22	D4HM22_9PHAE
A0A1M3C200	A0A1M3C200_9BURK
A0A0E9ARR0	A0A0E9ARR0_CHLTH
A0A0C1R0Q5	A0A0C1R0Q5_9DELT
A0A1V4XG41	A0A1V4XG41_9DELT
A0A0D5N8E2	A0A0D5N8E2_GEOSN
Q74G36	Q74G36_GEOSL
A0A160V6L0	A0A160V6L0_9ZZZZ
A0A2D7QQK4	A0A2D7QQK4_9BACT
A0A2M8YDI3	A0A2M8YDI3_9BURK
G2IE01	G2IE01_9CLOT
D4HM19	D4HM19_9PHAE
D2S9M3	D2S9M3_GEOOG
D8NB90	D8NB90_RALSL
B1NGM5	B1NGM5_9MONI
A0A0F9N3N0	A0A0F9N3N0_9ZZZZ
A0A1I0X262	A0A1I0X262_9BURK
A0A2E8DQ45	A0A2E8DQ45_9BACT
A0A2E3K2A4	A0A2E3K2A4_9RHOB
A0A1D6FJP9	A0A1D6FJP9_MAIZE
A0A126ZHX4	A0A126ZHX4_9BURK
K6YVI3	K6YVI3_9ALTE
G4WXK3	G4WXK3_9MONI
A0A2G2ZI24	A0A2G2ZI24_CAPAN
A0A2G3CFK2	A0A2G3CFK2_CAPCH
A0A124FWS8	A0A124FWS8_9BACT
